SRR10551657_1_trimmed_Aligned.sortedByCoord.out.bam	SRR10551658_1_trimmed_Aligned.sortedByCoord.out.bam	SRR10551659_1_trimmed_Aligned.sortedByCoord.out.bam	SRR10551660_trimmed_Aligned.sortedByCoord.out.bam	SRR10551661_trimmed_Aligned.sortedByCoord.out.bam	SRR10551662_trimmed_Aligned.sortedByCoord.out.bam	SRR10551663_1_trimmed_Aligned.sortedByCoord.out.bam	SRR10551664_1_trimmed_Aligned.sortedByCoord.out.bam	SRR10551665_1_trimmed_Aligned.sortedByCoord.out.bam
YFL008W	241	137	137	256	354	59	114	148	183
YFL007W	533	334	404	629	374	449	756	891	838
YFL005W	166	80	105	317	242	254	269	252	266
YNCF0003C	43	38	51	31	44	26	30	33	22
YFL004W	299	187	189	487	323	257	462	548	534
YFL003C	22	17	15	27	27	9	22	22	24
YNCF0004C	3	2	2	0	2	0	1	2	5
YFL002W-A	536	350	374	1453	1385	350	2359	2553	2823
YFL002W-B	149	100	137	499	501	149	1065	1172	1234
YFL002C	89	78	66	96	137	35	29	51	53
YFL001W	27	22	34	42	44	17	15	32	33
YFR001W	108	87	89	97	175	19	29	29	53
YFR002W	135	86	94	313	192	103	127	157	161
YFR003C	321	206	242	146	206	60	91	105	121
YFR004W	773	540	698	379	430	138	141	203	240
YFR005C	23	22	18	63	46	24	64	68	60
YFR006W	245	165	168	525	356	290	400	477	455
YNCF0005C	5	10	6	5	4	6	0	2	2
YFR007W	92	80	93	91	98	48	46	64	75
YFR008W	21	12	13	33	27	11	16	21	28
YNCF0006W	0	0	1	0	0	0	1	0	2
YFR009W	157	117	97	290	154	152	151	186	166
YFR010W	840	565	706	565	569	185	251	349	309
YFR011C	279	202	258	497	448	133	67	84	131
YNCF0007W	3	4	2	3	1	1	3	0	2
YFR012W	10	7	9	2	11	2	1	6	7
YFR012W-A	0	0	0	4	3	1	2	1	0
YFR013W	120	61	58	101	91	35	108	119	95
YFR014C	218	157	149	217	189	104	138	157	167
YFR015C	498	426	445	273	374	139	34	36	37
YFR016C	1432	1098	1207	436	914	92	331	507	520
YNCF0008C	0	0	1	1	0	2	2	0	1
YFR017C	798	556	701	175	279	124	382	365	266
YFR018C	31	27	27	19	14	16	15	14	15
YFR019W	215	156	143	227	199	126	207	224	240
YNCF0009C	9	10	9	6	2	10	1	2	4
YFR020W	38	17	20	70	72	31	94	76	68
YFR021W	44	24	24	68	48	40	87	73	74
YFR022W	144	94	121	32	42	28	92	120	101
YNCF0010C	3	3	2	0	1	0	0	1	0
YFR023W	10	10	11	14	10	1	6	15	7
YFR024C-A	94	64	85	209	147	113	145	154	147
YFR025C	73	65	67	116	93	56	94	91	107
YNCF0011C	2	0	1	0	0	0	0	0	2
YFR026C	1	3	0	5	11	4	0	4	3
YFR027W	18	17	7	41	33	13	11	16	15
YFR028C	105	68	53	70	79	61	60	70	57
YNCF0012C	2	3	2	3	1	0	2	0	2
YFR029W	149	91	84	97	96	56	99	114	107
YFR030W	1907	1331	1479	469	358	283	241	217	181
YFR031C	157	119	98	207	262	44	129	180	158
YFR031C-A	740	420	465	1293	862	734	473	536	484
YNCF0013W	6	4	6	1	5	2	6	4	8
YFR032C	9	2	3	3	4	3	5	1	6
YFR032C-A	762	469	441	785	658	257	135	182	215
YFR032C-B	44	23	42	71	66	26	15	10	29
YFR033C	8160	6308	7779	2638	5728	690	1347	1763	1952
YFR034C	43	26	27	48	37	36	44	45	60
YFR035C	98	61	77	51	37	20	29	31	32
YNCF0014C	5	0	1	0	0	0	0	0	1
YFR036W	70	57	70	53	48	18	30	50	36
YFR037C	180	124	144	196	258	96	90	125	124
YFR038W	125	108	105	106	137	45	111	128	129
YFR039C	78	46	41	129	106	75	52	80	53
YFR040W	865	691	854	550	636	199	570	707	670
YFR041C	211	151	174	178	266	36	34	46	42
YFR042W	39	30	43	85	73	65	21	17	26
YFR043C	29	13	22	30	51	11	31	28	19
YFR044C	448	340	457	610	374	425	507	483	478
YFR045W	80	53	71	90	77	53	87	93	90
YFR046C	32	10	26	74	62	13	36	44	47
YFR047C	106	58	64	146	97	94	125	171	152
YFR048W	60	36	41	91	81	50	92	99	93
YFR049W	438	387	365	508	614	242	169	188	208
YFR050C	432	345	405	335	306	161	214	282	276
YFR051C	180	136	146	92	165	66	103	83	90
YFR052W	382	259	322	402	330	133	117	165	171
YFR053C	3696	3079	3654	1765	2271	1034	2595	3203	3066
YFR054C	4	1	4	1	5	5	1	1	3
YFR055W	20	7	12	99	42	71	177	209	172
YFR057W	0	0	1	0	1	0	3	7	4
YGL263W	11	8	6	13	5	10	27	48	43
YGL262W	20	15	21	22	27	15	33	29	18
YGL261C	10	9	10	5	13	5	10	14	8
YGL260W	2	3	2	1	6	2	2	3	0
YGL259W	47	26	28	50	28	36	48	31	41
YGL258W-A	10	7	7	18	15	11	15	12	14
YGL258W	6	2	1	2	1	1	4	7	6
YGL257C	44	15	23	90	72	68	110	141	129
YGL256W	30	15	26	59	52	25	70	61	52
YNCG0047C	3	4	5	2	1	1	1	4	0
YGL255W	33	30	30	54	54	29	93	85	81
YGL254W	20	11	9	74	46	38	49	67	55
YGL253W	62	35	42	375	247	284	467	595	555
YGL252C	236	164	159	353	260	164	254	326	311
YGL251C	22	12	22	47	32	27	110	124	118
YGL250W	58	39	31	57	47	49	32	51	56
YGL249W	34	28	25	32	33	16	31	32	42
YNCG0001C	32	27	23	29	30	15	27	32	40
YGL248W	134	79	124	159	157	74	158	178	142
YGL247W	40	25	26	49	54	24	36	41	33
YGL246C	50	40	45	137	104	60	59	63	69
YGL245W	391	250	275	416	341	230	398	432	446
YGL244W	190	128	145	191	251	55	94	107	119
YGL243W	19	14	11	38	30	15	27	34	43
YGL242C	24	27	19	69	53	14	38	31	33
YGL241W	44	25	22	118	59	56	64	92	78
YGL240W	6	1	5	12	16	22	22	24	20
YGL238W	164	91	121	312	172	142	191	221	223
YGL237C	11	16	20	20	23	9	16	12	20
YGL236C	51	25	34	57	77	40	44	51	59
YGL235W	5	3	4	15	5	12	4	1	10
YGL234W	90	54	55	240	124	155	72	88	68
YGL233W	117	83	95	130	129	60	95	112	111
YGL232W	52	30	29	31	56	10	16	29	30
YGL231C	113	71	94	132	112	48	47	76	92
YGL230C	7	10	7	13	13	4	7	3	5
YGL229C	116	85	73	46	56	17	80	99	86
YGL228W	285	167	230	339	307	149	276	357	355
YGL227W	165	97	114	232	166	83	237	275	296
YGL226C-A	143	109	108	181	170	89	77	106	117
YGL226W	133	89	112	122	114	60	54	64	65
YNCG0002C	3	2	3	7	1	0	1	1	0
YGL225W	169	107	108	412	212	315	222	198	200
YGL224C	64	57	50	133	129	58	82	113	130
YGL223C	31	23	20	96	60	48	72	77	56
YGL222C	307	222	241	111	149	44	99	115	114
YGL221C	88	56	86	169	98	71	56	80	69
YGL220W	59	31	50	101	64	88	61	69	64
YGL219C	648	455	434	455	545	172	217	285	348
YGL216W	87	43	58	90	59	45	95	124	100
YGL215W	118	86	92	66	120	52	252	243	243
YGL213C	91	51	46	140	99	71	89	97	79
YGL212W	18	15	17	59	34	39	47	48	50
YGL211W	59	34	43	108	103	83	138	135	120
YGL210W	80	41	45	134	166	55	76	114	95
YGL209W	164	121	135	68	87	26	117	126	104
YGL208W	84	60	53	82	67	48	59	70	58
YGL207W	395	282	292	405	343	195	213	232	259
YGL206C	827	569	624	1187	557	774	982	1174	1260
YGL205W	44	13	34	52	46	38	169	163	191
YNCG0003C	35	28	21	17	12	13	9	1	10
YGL204C	5	7	4	11	6	1	3	10	3
YGL203C	229	187	188	144	252	44	154	195	201
YNCG0004W	5	8	6	7	3	5	6	10	8
YGL202W	257	141	165	330	223	217	150	140	125
YGL201C	105	65	65	112	105	57	77	105	99
YNCG0005W	1	0	0	0	1	1	1	0	0
YGL200C	257	199	209	516	363	332	133	172	148
YGL198W	79	68	84	124	80	85	77	60	48
YGL197W	232	159	176	154	180	98	222	254	292
YGL196W	174	136	155	347	288	217	393	429	399
YGL195W	268	190	220	530	294	442	481	519	527
YGL194C-A	17	11	15	36	25	14	10	16	21
YGL194C	52	38	56	62	62	27	55	79	61
YNCG0006C	87	74	76	100	85	72	59	86	74
YGL193C	41	30	49	15	24	14	9	11	15
YGL192W	44	45	27	82	62	60	52	76	61
YGL191W	2775	1837	2059	2431	3312	880	1148	1405	1517
YGL190C	145	101	97	236	184	73	185	193	201
YGL189C	1319	817	851	1354	1295	511	478	603	639
YGL188C-A	4	3	3	7	15	1	12	13	6
YGL187C	801	561	661	2258	1999	1210	799	983	970
YGL186C	569	484	567	463	383	270	313	336	306
YGL185C	24	15	12	51	51	29	62	73	70
YGL184C	186	161	190	136	180	76	78	81	72
YGL183C	53	50	63	30	69	11	19	17	19
YGL181W	108	76	75	80	72	67	77	64	69
YGL180W	287	237	271	171	199	90	351	378	369
YGL179C	103	75	85	106	122	50	109	100	104
YGL178W	360	232	311	363	249	102	403	421	435
YGL176C	46	31	28	57	58	49	47	83	67
YGL175C	24	11	13	21	15	26	20	20	16
YGL174W	61	55	35	85	76	9	23	37	41
YGL173C	1121	826	908	697	689	330	582	693	680
YGL172W	70	66	67	82	85	40	70	101	94
YGL171W	51	34	54	82	92	36	33	57	70
YGL170C	4	7	12	12	14	5	11	9	10
YNCG0007C	0	0	0	0	0	1	0	0	0
YGL169W	29	16	20	81	60	37	49	70	64
YGL168W	209	148	149	91	146	33	69	73	60
YGL167C	299	254	249	513	376	380	311	306	315
YGL166W	72	43	43	79	91	43	64	84	64
YGL164C	80	64	70	92	117	24	51	59	69
YGL163C	429	326	368	192	252	119	222	242	240
YGL162W	2	1	4	3	7	2	4	2	3
YGL161C	77	53	48	189	115	120	101	117	132
YGL160W	77	46	47	125	120	68	151	145	122
YGL159W	24	16	25	57	37	30	53	53	50
YNCG0008W	7	6	3	2	3	2	1	0	2
YGL158W	12	5	5	10	11	6	12	13	18
YGL157W	25	16	13	415	273	149	119	161	154
YGL156W	557	363	470	787	797	508	1068	1377	1308
YGL155W	25	10	16	42	30	14	44	38	36
YGL154C	38	29	35	42	48	30	51	54	50
YGL153W	121	91	84	95	94	38	89	101	108
YGL151W	137	112	101	184	161	53	114	129	144
YGL150C	359	222	267	333	434	126	384	442	475
YGL149W	94	67	90	43	91	12	41	56	56
YGL148W	289	165	198	333	338	211	119	126	111
YGL147C	166	106	109	338	178	153	76	86	95
YGL146C	16	7	10	30	15	29	10	15	16
YGL145W	76	45	55	77	66	19	58	69	80
YGL144C	49	41	25	104	70	66	98	135	128
YGL143C	110	58	71	134	114	63	100	132	120
YGL142C	56	34	35	130	78	78	119	139	135
YGL141W	118	74	86	153	131	93	179	199	225
YGL140C	166	122	114	445	303	330	599	691	621
YGL139W	48	34	29	153	110	101	150	198	180
YGL138C	2	6	1	2	3	2	1	6	1
YGL137W	268	219	234	409	288	265	228	230	263
YGL136C	60	39	42	91	99	35	91	118	108
YGL135W	692	344	349	2050	1141	1325	927	995	924
YGL134W	68	48	47	96	102	61	153	152	140
YGL133W	574	374	420	310	382	105	313	394	405
YGL131C	115	68	83	194	159	93	247	300	279
YGL130W	50	30	41	125	102	67	98	125	118
YGL129C	136	95	101	206	193	88	99	113	114
YGL128C	26	14	15	53	38	10	33	47	37
YGL127C	88	47	58	58	74	35	28	34	23
YGL126W	22	14	22	78	82	79	25	37	19
YGL125W	143	91	103	84	103	74	141	161	157
YGL124C	40	30	24	52	52	32	54	73	82
YGL123W	610	358	377	1415	855	741	510	536	510
YGL122C	136	103	114	179	147	126	138	160	157
YGL121C	381	289	363	499	443	265	210	242	219
YGL120C	59	49	40	138	122	56	63	76	85
YGL119W	57	35	39	166	106	114	91	101	79
YNCG0009C	4	5	3	3	3	12	6	4	7
YGL118C	7	4	5	13	22	10	1	1	3
YGL117W	216	172	198	681	910	229	38	34	28
YGL116W	86	61	59	137	176	63	41	38	37
YGL115W	141	87	100	196	157	140	137	142	138
YGL114W	127	62	74	470	301	371	178	197	197
YGL113W	42	31	24	79	73	27	51	62	60
YGL112C	59	41	37	132	84	62	80	97	88
YGL111W	59	35	56	96	78	35	43	59	36
YGL110C	134	93	110	99	169	32	77	86	88
YGL108C	155	108	123	81	131	18	33	45	35
YGL107C	119	65	91	233	143	127	128	155	162
YGL106W	106	54	59	150	199	50	76	85	70
YGL105W	271	141	157	360	228	161	219	222	222
YGL104C	40	24	30	44	28	32	55	54	73
YGL103W	777	521	477	2039	1274	1128	624	781	708
YGL101W	36	9	17	91	84	54	71	67	80
YGL100W	69	35	45	127	76	60	79	85	94
YGL099W	96	61	58	93	114	44	50	62	65
YNCG0010W	324	254	314	1134	1202	1792	1422	1444	1949
YGL098W	46	26	35	69	40	21	49	47	50
YNCG0011W	21	15	23	15	6	8	12	1	12
YGL097W	86	53	53	130	131	79	102	92	97
YGL096W	467	262	335	190	260	90	312	368	368
YNCG0012W	2	4	4	1	4	2	4	2	5
YGL095C	96	71	55	170	178	65	105	140	143
YGL094C	135	80	91	294	192	102	209	223	248
YGL093W	108	81	82	131	97	61	91	119	131
YGL092W	119	76	65	139	146	71	129	148	109
YGL091C	53	38	48	124	101	63	49	60	60
YGL090W	30	24	32	50	56	17	43	42	47
YGL089C	14	9	11	6	9	3	7	6	8
YGL088W	804	649	674	1303	1579	2546	2252	2258	2812
YNCG0013W	809	653	673	1310	1579	2546	2259	2263	2814
YGL087C	141	116	122	120	150	47	104	109	112
YGL086W	222	145	140	137	319	22	48	60	75
YGL085W	21	20	15	42	48	17	30	48	45
YGL084C	91	71	76	159	130	116	118	118	154
YGL083W	54	39	41	92	72	52	95	119	110
YGL082W	96	70	85	128	119	54	80	93	96
YGL081W	7	9	17	13	31	5	10	9	13
YGL080W	161	71	112	143	172	47	38	55	79
YGL079W	23	12	12	37	39	15	25	33	41
YGL078C	283	178	183	264	328	98	86	101	109
YGL077C	184	133	141	554	381	376	497	529	499
YGL076C	537	293	331	1095	841	485	329	383	350
YNCG0014C	13	4	7	11	10	16	7	7	11
YNCG0015C	32	28	25	41	68	54	31	21	33
YGL075C	36	33	39	69	56	27	38	48	54
YGL073W	574	396	439	381	474	96	265	338	368
YGL071W	148	84	111	122	154	32	201	232	212
YGL070C	34	26	25	90	73	26	26	35	29
YGL068W	236	141	159	428	321	241	126	158	131
YGL067W	58	49	37	115	95	86	72	94	87
YGL066W	150	105	134	107	202	35	126	140	144
YGL065C	77	56	65	119	77	42	57	72	79
YGL064C	46	28	33	72	61	16	26	44	41
YGL063W	8	7	7	11	13	7	9	4	2
YGL062W	1240	836	966	1325	1317	862	417	459	484
YGL061C	43	29	25	76	47	14	18	32	29
YGL060W	31	26	34	68	45	42	38	47	58
YGL059W	212	166	181	160	154	65	117	158	183
YGL058W	96	75	120	216	199	79	64	57	89
YGL057C	39	25	40	67	45	28	48	62	49
YGL056C	99	63	69	156	133	80	73	93	71
YGL055W	250	190	204	2201	1664	1297	6664	7161	7216
YGL054C	587	451	509	415	417	167	307	306	331
YNCG0016C	0	3	1	0	0	0	0	0	0
YGL053W	2	2	1	6	7	5	1	1	0
YGL051W	14	3	5	17	13	9	0	0	0
YNCG0017W	3	1	2	2	1	1	0	0	1
YGL050W	66	51	42	96	99	35	38	67	61
YGL049C	269	194	176	195	198	54	140	156	158
YGL048C	558	436	512	524	407	231	218	277	269
YGL047W	47	45	34	45	54	25	13	22	11
YNCG0018C	0	1	4	1	2	1	2	1	1
YGL045W	279	158	195	206	250	98	150	154	138
YGL044C	84	56	57	98	103	39	81	95	92
YGL043W	73	41	38	110	87	42	44	75	69
YGL041C-B	15	7	9	32	28	13	9	11	12
YGL041W-A	123	91	91	126	143	48	31	48	58
YGL040C	270	182	193	324	254	190	175	177	136
YNCG0019W	11	8	5	3	4	2	3	0	3
YGL039W	31	29	27	59	59	21	39	41	41
YGL038C	244	141	147	271	178	139	158	213	200
YGL037C	1521	1053	1266	648	938	321	538	658	700
YGL036W	277	228	235	139	162	50	169	196	207
YGL035C	63	28	44	113	126	52	114	143	145
YGL034C	2	3	2	1	2	0	3	4	5
YGL033W	2	9	9	15	16	6	3	5	2
YGL032C	20	5	13	9	11	8	5	7	1
YGL031C	632	352	354	1130	816	386	274	352	401
YGL030W	499	286	306	1065	707	596	476	538	458
YGL029W	116	49	66	75	158	15	19	30	32
YNCG0020C	5	9	6	5	3	7	0	2	2
YGL028C	87	67	59	174	105	87	50	52	64
YGL027C	71	40	74	230	141	118	136	133	129
YGL026C	285	248	257	417	273	275	185	208	180
YGL025C	60	45	54	49	40	20	38	29	37
YGL023C	95	71	74	92	105	44	84	82	89
YGL022W	236	143	179	259	218	164	148	189	148
YGL021W	40	26	26	51	35	30	28	29	27
YGL020C	74	60	59	91	104	44	65	73	63
YGL019W	124	81	102	225	154	147	166	151	152
YGL018C	34	25	23	42	58	20	19	25	34
YGL017W	32	15	31	44	35	20	45	47	41
YGL016W	39	36	31	175	84	122	126	160	133
YGL015C	7	4	2	3	6	7	4	4	3
YGL014W	120	106	107	104	158	45	106	114	112
YGL013C	227	137	150	186	177	84	207	272	260
YGL012W	149	111	133	224	115	147	459	394	384
YGL011C	792	477	617	707	602	297	267	355	383
YGL010W	69	48	52	66	62	35	50	37	48
YGL009C	271	219	204	560	277	388	811	914	892
YGL008C	2881	1951	2179	8060	4433	4371	12200	13226	10812
YGL007C-A	12	14	6	6	5	6	8	9	5
YGL007W	16	6	12	7	29	8	26	34	25
YGL006W-A	3	1	1	6	7	2	3	6	1
YGL006W	896	681	764	441	564	205	451	569	526
YGL005C	39	24	27	138	99	30	62	66	90
YGL004C	52	38	36	60	50	34	49	62	60
YGL003C	90	52	61	83	81	59	90	87	88
YGL002W	47	47	35	59	63	42	88	93	59
YGL001C	75	41	58	211	116	155	398	396	399
YGR001C	89	59	68	86	110	33	81	100	91
YGR002C	74	47	71	106	98	32	60	87	98
YGR003W	52	33	42	129	75	74	144	142	133
YGR004W	20	8	22	65	34	35	33	43	35
YGR005C	175	119	114	188	212	52	97	147	144
YGR006W	26	14	24	39	27	11	13	14	12
YGR007W	56	28	46	103	93	50	99	97	92
YGR008C	1519	1191	1567	542	1017	176	122	157	225
YGR009C	530	420	492	280	426	77	220	253	305
YGR010W	28	32	22	71	49	39	55	80	78
YGR012W	35	29	33	62	55	32	27	48	45
YGR013W	221	141	188	132	220	74	109	121	113
YGR014W	147	90	95	175	197	149	132	152	146
YGR015C	20	15	11	33	34	19	18	15	14
YGR016W	12	9	4	15	26	10	12	12	18
YGR017W	115	98	102	177	199	50	67	128	101
YGR018C	39	47	44	80	80	22	22	56	43
YGR019W	137	91	120	64	82	39	198	238	215
YGR020C	181	126	145	222	197	117	136	161	154
YGR021W	91	72	68	140	134	45	58	105	77
YGR023W	103	94	77	53	80	48	149	159	181
YNCG0021W	0	1	1	1	3	0	0	0	1
YGR024C	71	42	43	126	106	60	101	131	135
YGR025W	87	63	46	32	51	12	38	47	48
YGR026W	365	231	248	366	325	139	332	411	438
YGR027C	1110	655	636	1458	1009	952	557	682	682
YGR027W-B	10	4	10	11	14	4	5	8	5
YGR027W-A	1	0	2	0	4	0	0	1	0
YNCG0022W	2	2	1	1	0	0	1	0	1
YGR028W	164	117	117	345	313	150	131	157	149
YGR029W	104	60	79	122	120	39	59	70	76
YNCG0023C	1	3	2	6	2	2	4	1	0
YNCG0024W	1149	893	952	868	996	1578	949	816	866
YGR030C	78	57	54	42	90	15	47	50	67
YGR031W	18	9	11	41	31	18	22	35	23
YGR031C-A	9	3	6	26	15	13	6	12	11
YGR032W	2631	1676	1883	3311	2576	2812	4560	4725	3963
YGR033C	87	69	61	116	91	48	62	100	73
YGR034W	429	280	249	762	487	354	305	355	379
YGR035C	74	75	90	32	50	5	104	141	144
YGR035W-A	23	14	15	20	33	11	31	46	50
YGR036C	6	8	3	36	19	15	44	35	48
YGR037C	196	112	122	356	307	187	175	249	219
YGR038W	34	19	18	44	35	24	48	59	67
YNCG0025C	15	17	28	6	6	11	10	3	4
YGR038C-B	1	4	4	9	7	0	13	3	9
YGR038C-A	0	2	0	2	2	0	0	0	0
YGR039W	3	9	8	8	11	5	7	3	4
YGR040W	20	9	11	43	27	29	25	31	28
YGR041W	57	47	46	102	89	60	59	57	70
YGR042W	91	85	62	100	123	30	56	67	62
YGR043C	885	681	831	125	164	56	267	307	325
YGR044C	39	27	25	39	48	42	64	83	82
YGR045C	1	2	2	5	8	4	8	7	4
YGR046W	39	37	39	104	76	46	70	106	90
YGR047C	155	99	129	223	190	74	122	209	202
YGR048W	218	150	173	145	160	70	92	96	87
YGR049W	21	17	15	44	42	17	130	147	153
YGR050C	6	6	8	18	12	10	18	32	24
YGR052W	26	19	29	22	21	4	111	190	152
YGR053C	97	90	107	47	70	19	35	42	61
YGR054W	81	44	47	105	57	51	63	55	66
YGR055W	16	11	18	34	38	25	7	12	14
YGR056W	101	70	85	60	71	43	56	94	85
YGR057C	23	11	22	89	67	14	40	47	40
YGR058W	50	21	34	115	97	64	82	102	91
YGR059W	7	4	11	8	20	1	2	3	5
YNCG0026W	30	22	35	17	11	11	17	18	17
YGR060W	204	111	105	792	690	390	1184	1295	1293
YGR061C	212	115	162	672	352	491	337	369	346
YGR062C	36	22	29	74	60	40	39	54	46
YGR063C	79	46	48	101	70	77	57	47	53
YGR065C	58	31	43	143	84	88	64	74	59
YGR066C	62	45	63	33	32	10	41	42	35
YGR067C	118	72	90	224	166	133	21	21	19
YGR068C	15	12	16	27	26	21	20	35	31
YGR070W	358	272	298	263	280	115	202	276	223
YGR071C	31	25	23	102	66	42	67	83	102
YGR072W	253	183	192	120	304	28	133	171	210
YGR074W	27	17	14	80	46	38	33	48	40
YGR075C	48	31	34	44	48	36	38	37	39
YGR076C	142	94	90	73	125	22	21	30	54
YGR077C	57	25	43	85	79	46	64	75	79
YGR078C	44	25	22	20	29	3	18	18	16
YGR079W	113	74	109	144	94	88	255	285	266
YGR080W	94	39	67	147	122	64	108	137	145
YGR081C	24	19	17	55	45	20	10	14	15
YGR082W	146	87	87	179	183	128	123	119	103
YGR083C	251	199	199	201	341	60	96	127	128
YGR084C	149	106	100	147	159	52	44	64	73
YGR085C	589	347	340	1202	887	475	261	327	367
YGR086C	1356	987	1025	709	846	352	503	636	635
YNCG0048W	9	7	10	3	6	3	4	4	2
YGR087C	61	36	44	90	64	47	1622	1871	1838
YGR088W	116	80	98	84	143	48	2324	2653	2552
YGR089W	229	131	147	354	385	84	158	236	273
YNCG0049W	32	14	18	29	30	9	30	37	39
YNCG0027W	0	3	3	2	1	1	1	1	2
YGR090W	56	39	35	262	142	125	116	160	146
YGR091W	16	12	15	25	26	9	26	32	27
YGR092W	60	57	32	56	50	49	21	30	37
YGR093W	134	83	110	148	156	58	98	108	129
YGR094W	451	292	316	671	509	414	452	493	453
YGR095C	113	68	66	120	130	47	44	68	80
YGR096W	19	13	14	20	19	15	17	16	19
YGR097W	148	91	121	147	113	120	216	217	247
YGR098C	66	64	53	190	104	77	153	156	152
YGR099W	62	50	47	102	84	78	82	101	88
YGR100W	146	74	85	204	187	140	186	214	178
YGR101W	76	60	67	137	97	80	81	54	58
YGR102C	141	89	138	84	108	19	76	91	107
YGR103W	316	210	221	229	332	80	103	120	149
YGR104C	30	24	29	64	53	17	21	27	32
YGR105W	89	73	68	104	123	25	34	44	48
YGR106C	287	204	212	592	425	374	400	434	445
YNCG0028W	1	0	1	1	2	0	0	1	0
YNCG0029C	3	4	2	4	1	1	3	8	4
YGR108W	41	29	32	37	25	22	3	7	7
YGR109C	18	12	13	14	11	3	4	5	0
YNCG0030C	4	2	6	5	4	4	2	3	1
YGR109W-B	3	7	7	3	5	0	1	2	2
YGR109W-A	1	1	4	0	1	0	0	0	0
YGR110W	70	61	76	146	117	65	77	80	79
YGR111W	51	55	47	120	98	56	91	117	97
YGR112W	97	48	37	121	82	62	80	89	73
YGR113W	69	40	48	28	48	15	58	68	77
YGR116W	667	476	510	603	660	215	379	424	453
YGR117C	44	28	41	117	95	54	65	89	84
YGR118W	668	449	511	1322	889	713	553	630	695
YGR119C	91	70	77	107	107	36	52	37	48
YGR120C	22	20	12	56	38	20	24	37	44
YNCG0031W	3	2	1	1	1	0	1	3	5
YGR121C	37	23	39	49	38	31	92	100	66
YGR121W-A	2	11	2	2	7	2	1	5	3
YGR122W	11	5	9	40	19	16	46	64	60
YNCG0032W	18	11	8	0	1	3	0	1	3
YGR123C	12	14	17	55	35	25	36	52	35
YNCG0033W	0	1	1	0	0	1	1	1	2
YGR124W	277	231	242	426	319	236	116	112	131
YGR125W	456	306	312	1107	897	534	2138	2428	2458
YGR126W	18	13	11	23	14	6	30	19	26
YGR127W	78	62	59	63	70	25	81	91	99
YGR128C	42	12	32	144	78	39	26	33	38
YGR129W	62	38	30	43	62	6	24	28	42
YGR130C	1619	1138	1187	500	844	110	366	445	529
YGR131W	5	9	5	11	11	6	26	21	28
YGR132C	365	236	279	725	566	365	283	354	373
YGR133W	26	13	11	45	32	25	35	35	46
YGR134W	55	45	34	128	77	76	132	129	139
YGR135W	402	316	376	447	426	201	170	224	249
YGR136W	83	65	45	209	122	93	76	103	106
YGR138C	289	173	206	596	635	401	869	925	788
YGR140W	68	43	38	97	72	37	56	52	58
YGR141W	40	36	38	81	73	49	90	127	113
YGR142W	7173	5854	6911	1658	4267	494	84	139	130
YNCG0034W	0	0	1	0	0	0	0	0	0
YGR143W	161	130	135	314	225	189	500	565	562
YNCG0035W	2	5	16	1	1	4	1	2	1
YGR144W	17	9	7	31	27	21	106	109	108
YGR145W	134	90	87	157	154	38	97	108	103
YGR146C	32	18	19	36	25	26	32	49	45
YGR146C-A	7	5	7	1	5	6	8	9	4
YGR147C	134	90	96	190	145	119	129	132	144
YGR148C	836	506	491	792	833	285	215	266	313
YGR149W	47	25	30	93	67	77	129	135	150
YGR150C	140	81	70	257	215	62	94	144	158
YNCG0036W	6	2	5	1	5	2	10	1	2
YGR152C	54	37	38	55	36	25	18	32	23
YGR153W	39	44	34	31	36	22	49	48	54
YGR154C	37	24	33	88	72	46	121	121	105
YGR155W	278	191	217	566	385	264	321	330	306
YGR156W	45	38	44	52	56	24	49	40	67
YGR157W	123	75	70	810	407	533	649	756	691
YGR158C	27	13	17	77	38	34	33	27	44
YGR159C	100	56	74	187	79	74	116	124	104
YGR161C	247	154	151	275	321	149	363	336	375
YGR161W-C	33	23	32	111	101	65	33	32	28
YGR161W-B	535	350	378	1457	1392	352	2365	2567	2842
YGR161W-A	149	102	140	503	507	153	1068	1179	1247
YGR161C-D	2	4	1	3	2	0	3	2	2
YGR161C-C	0	1	0	0	0	0	1	0	1
YNCG0037W	1	1	8	0	2	1	0	0	2
YGR162W	163	119	85	361	245	148	228	287	266
YGR163W	107	88	92	138	149	60	86	104	88
YGR164W	60	35	33	25	18	9	9	5	5
YNCG0038C	12	5	8	9	4	4	1	0	1
YGR165W	146	85	91	185	148	103	104	112	97
YGR166W	55	31	46	71	35	28	46	42	39
YGR167W	306	202	230	337	348	147	189	225	244
YGR168C	62	48	40	48	60	16	39	56	57
YGR169C	14	12	14	12	15	4	15	28	19
YGR169C-A	276	205	272	112	261	23	56	83	79
YGR170W	100	81	83	149	114	54	116	148	163
YGR171C	48	31	42	60	47	34	59	56	39
YGR172C	29	14	22	24	33	20	17	22	18
YGR173W	30	20	24	71	33	30	23	28	39
YNCG0039W	4	5	4	5	7	4	0	1	2
YGR174C	187	121	164	190	196	95	167	232	196
YGR174W-A	58	43	54	34	35	6	28	28	42
YGR175C	251	155	167	630	303	450	1515	1609	1558
YGR177C	16	12	6	15	12	6	18	20	15
YGR178C	263	161	162	341	189	199	260	301	286
YGR179C	29	21	31	52	44	18	25	35	33
YGR180C	955	637	706	931	671	667	419	501	506
YNCG0040C	14	8	3	3	2	2	3	0	2
